이름,성별,생년월일,우편번호,주소,나이,휴대폰번호,가입일자,가입기간,수신총잔액 ,신용대출한도 ,신용등급,담보대출한도 ,년간환전액
제갈담형,M,19740822,004201,서울 서대문구 홍제동,46,010-6095-3239,2002-09-10,15,347040,110000000,4,220000000,0
시존요한,M,19960910,019924,경기 고양시 행신2동,24,010-7494-6456,2002-06-26,16,17803794,6400000,7,12800000,0
림김윤후,M,19731206,041921,전북 완주군 봉동읍,47,010-1208-0922,2004-07-13,13,813387,22300000,4,44600000,0
견이채,M,19690930,022552,경기 성남시 성남동,51,010-6922-0131,2002-10-21,15,222343,31300000,7,62600000,0
팽혜남,M,19740216,005462,서울 양천구 목동,46,010-1620-3696,2007-12-20,10,23503648,29500000,7,59000000,0
류현지별,F,19490117,042473,제주 제주시 노형동,71,010-5631-1195,2002-06-18,16,643392,10300000,8,20600000,0
점세안,M,19680220,005482,서울 양천구 신월4동,52,010-7174-8847,2002-03-23,16,5040430,44800000,5,89600000,158400000
장표원,F,19710626,021964,경기 부천시 상3동,49,010-1430-7742,2009-02-04,9,4979300,43200000,3,86400000,6200000
무본권범,M,19550623,022118,경기 성남시 구미동,65,010-6853-2851,2004-05-20,14,177366,29000000,7,58000000,0
염초하람,F,19520419,008344,부산 동래구 복천동,68,010-4158-7947,2005-09-12,12,105818,21600000,7,43200000,0
양념경,M,19800311,016719,울산 남구 야음동,40,010-4205-7565,2004-11-29,13,350476,77500000,3,155000000,0
종율탄,F,19440807,006165,서울 용산구 한강로2가,76,010-5828-7825,2006-05-31,12,10322326,14200000,6,28400000,0
운솜귀,M,19441006,027905,경남 마산시 산호동,76,010-4310-9630,2007-05-08,11,716776,33800000,7,67600000,0
후샬롯시은,F,19560719,005468,서울 양천구 신월2동,64,010-6054-6324,2005-02-15,13,1108656,1800000,7,3600000,0
강화담,M,19940905,014051,인천 서구 심곡동,26,010-7568-6912,2005-05-02,13,613062,3900000,8,7800000,0
추흘진,F,19500802,028176,경남 마산시 내서읍,70,010-9017-5059,2005-12-18,12,761507,1500000,10,3000000,8300000
인재스퍼문,F,19680306,021731,경기 동두천시 탑동,52,010-4944-6748,2008-09-06,9,1879713,76900000,3,153800000,0
마설옥,M,19650528,003097,서울 도봉구 창1동,55,010-7213-0533,2006-07-30,11,369909,25000000,7,50000000,0
제키엔윤복,F,19470504,020402,경기 과천시 중앙동,73,010-8549-4114,2002-11-04,15,781936,4300000,6,8600000,0
사공세라은율,F,19800524,047789,충북 청원군 내수읍,40,010-9145-8230,2004-02-24,14,29277,3000000,7,6000000,0
리요나솔,M,19760605,005674,서울 영등포구 문래동3가,44,010-6568-7226,2008-06-08,10,975307,596900000,3,1193800000,0
독봉도,M,19680115,025243,경기 의정부시 의정부2동,52,010-3653-5503,2003-10-01,14,6485092,57100000,4,114200000,0
방태늘,M,19850702,012528,대구 수성구 신매동,35,010-1594-8714,2007-11-19,10,119120,167900000,4,335800000,0
민린안,M,19561213,028163,경남 마산시 내서읍,64,010-1274-2937,2002-04-30,16,426335,16900000,6,33800000,0
국두을,F,19680605,004089,서울 서대문구 연희3동,52,010-1692-5790,2006-04-18,12,392879,13200000,5,26400000,0
함카이영,M,19531101,002462,서울 금천구 시흥5동,67,010-6362-3492,2002-09-30,15,473323,55700000,6,111400000,0
호유나유,F,19820808,020292,경기 고양시 주엽2동,38,010-4199-6194,2004-03-05,14,6925228,217900000,3,435800000,0
초신성,F,19700130,020133,경기 고양시 백석동,50,010-5329-2950,2007-07-17,10,10274881,481000000,2,962000000,0
섭삽좌,F,19750905,021064,경기 군포시 수리동,45,010-7744-0140,2002-01-15,16,381413,3000000,7,6000000,0
자솔준홍,M,19651208,013931,인천 부평구 청천동,55,010-1730-3981,2006-04-16,12,58728,233400000,3,466800000,0
매제커리,M,19440501,000620,서울 강동구 길동,76,010-2719-3600,2007-01-29,11,18465400,3300000,9,6600000,0
점제만,M,20060702,021683,경기 동두천시 보산동,14,010-4815-4149,2002-11-20,15,265451,17700000,8,35400000,0
뢰목선,F,19570506,001148,서울 강북구 수유동,63,010-1390-6338,2003-07-29,14,3154461,857200000,2,1714400000,0
어안젤라,M,19530313,006858,서울 중구 만리동1가,67,010-8649-3776,2002-08-20,15,9040632,18500000,6,37000000,0
조리건,M,19550502,032768,경북 안동시 북후면,65,010-3776-3537,2004-11-25,13,5523024,274400000,3,548800000,0
어우진워렌,F,19490828,015727,대전 대덕구 신탄진동,71,010-7886-1512,2009-04-15,9,149906,381900000,4,763800000,0
낭덕지,F,19760513,046401,충북 충주시 문화동,44,010-4260-8176,2001-07-16,16,1372435,21700000,7,43400000,0
유수견,M,19741109,007783,부산 금정구 청룡동,46,010-8429-6649,2003-01-10,15,772464,16200000,4,32400000,0
조전다은,F,19730703,004191,서울 서대문구 홍제3동,47,010-8485-8687,2004-07-28,13,325603,15900000,4,31800000,0
영유량,F,19770128,019866,경기 고양시 성사1동,43,010-4320-0474,2005-01-31,13,907106,37200000,4,74400000,0
화현양,F,19560727,048550,경기 고양시 탄현동,64,010-9303-8035,2003-02-27,15,4732389,60700000,3,121400000,2100000
뇌숀준원,F,19740208,013156,인천 남구 문학동,46,010-2814-6974,2004-02-05,14,983691,65900000,6,131800000,0
탕탁금,F,19540930,025664,경기 파주시 교하읍,66,010-9335-3891,2001-10-28,16,441424,758500000,1,1517000000,0
구일리,F,19580821,005540,서울 양천구 신정3동,62,010-6167-0490,2002-10-10,15,909619,26500000,7,53000000,0
한하단,F,19860605,025664,경기 파주시 교하읍,34,010-3531-2800,2007-12-06,10,4457859,179600000,3,359200000,0
근철경,F,19580809,048584,경기 고양시 장항동,62,010-1190-0681,2005-05-11,13,582239,82200000,4,164400000,0
매현록,F,19730903,042512,제주 제주시 삼도2동,47,010-7427-2414,2005-05-24,13,6521801,32300000,4,64600000,0
번츠나르,M,19390806,019266,강원 철원군 동송읍,81,010-3454-3879,2004-10-21,13,231662064,40000000,3,80000000,0
림룡자,M,20110802,020293,경기 고양시 주엽2동,9,010-7241-9266,2004-03-15,14,815522,10900000,8,21800000,0
가키라린,M,19560731,018465,강원 태백시 삼수동,64,010-7785-0252,2006-02-25,12,10587797,37500000,7,75000000,0
인권석,M,19960408,020196,경기 고양시 일산3동,24,010-3990-4876,2005-06-10,13,150130,44900000,4,89800000,0
대해균,M,20000711,048429,경기 고양시 중산동,20,010-5732-3531,2004-05-27,14,1440403,283300000,3,566600000,0
동완득,F,19490331,005782,서울 영등포구 여의도동,71,010-6745-6095,2006-01-02,12,940255,1200000,7,2400000,0
연희목,M,19481102,027442,경남 거제시 옥포동,72,010-8681-9277,2003-08-20,14,262641,38700000,4,77400000,0
형성직,F,19600227,021704,경기 동두천시 생연2동,60,010-9731-7851,2007-02-19,11,385033,490600000,3,981200000,0
황목율원,F,19410122,021730,경기 동두천시 지행동,79,010-3492-7679,2009-02-11,9,17982527,50400000,5,100800000,0
권씨엘존,M,19590808,022771,경기 수원시 매탄2동,61,010-2266-5119,2004-01-19,14,519344,469000000,2,938000000,0
배엠마넬,M,19680812,016632,울산 남구 신정2동,52,010-2253-4723,2005-07-31,12,181245,628200000,3,1256400000,0
엽교엽,F,19690305,026033,경기 평택시 지산동,51,010-1315-3469,2003-05-09,15,518093484,34800000,2,69600000,0
가기방,M,19681122,016710,울산 남구 야음2동,52,010-5425-5572,2003-06-09,15,9028603,60400000,5,120800000,0
삼평강,F,19710916,010688,대구 남구 대명6동,49,010-2335-0156,2001-10-29,16,961013,558100000,1,1116200000,0
간장백,M,19460722,043752,충남 아산시 염치읍,74,010-5842-8032,2007-07-06,11,25550533,1700000,9,3400000,0
내이삭민영,F,19550902,045333,충남 예산군 신암면,65,010-6527-1114,2005-09-28,12,968517171,13900000,4,27800000,0
유췬얀,M,19481017,004164,서울 서대문구 홍은동,72,010-4538-8097,2009-07-28,8,9734677,31800000,7,63600000,0
좌마틴준선,M,19380608,019924,경기 고양시 행신2동,82,010-9947-2422,2006-04-23,12,1315854,17700000,8,35400000,0
해윌슨형준,F,19400216,016031,대전 서구 도마2동,80,010-1742-4741,2004-04-26,14,995086,471800000,2,943600000,0
뢰아론킴,M,19590629,044489,충남 당진군 고대면,61,010-1136-7060,2003-09-20,14,498841950,29500000,4,59000000,0
섭코우,F,19860304,013953,인천 서구 가좌1동,34,010-4514-4647,2007-12-17,10,28656284,3800000,5,7600000,0
란주니오,M,19790502,001446,서울 강서구 화곡8동,41,010-8269-7277,2007-04-26,11,2152618,315400000,3,630800000,0
맹존기,F,19920619,021710,경기 동두천시 생연동,28,010-4592-7687,2012-04-25,6,9017941,3900000,5,7800000,0
황목찬상,M,19531112,022333,경기 성남시 이매동,67,010-8221-2538,2005-04-04,13,3273086,33800000,4,67600000,0
빈챠이리엔,M,19690805,026432,경기 하남시 덕풍동,51,010-8212-6604,2004-08-29,13,540264,236200000,3,472400000,0
형제별,F,19670103,020847,경기 구리시 수택2동,53,010-5271-4155,2003-01-22,15,9981597,5200000,6,10400000,47400000
견박인애,F,19910306,004715,서울 성북구 길음동,29,010-1119-0622,2003-03-26,15,743185,25400000,4,50800000,0
담묵율,F,19510507,021157,경기 김포시 장기동,69,010-9155-7265,2002-03-20,16,630772,36600000,4,73200000,0
견이예건,F,19680209,020077,경기 고양시 마두1동,52,010-9957-8088,2005-11-10,12,819380,256500000,2,513000000,0
양노권,M,19601020,022079,경기 부천시 중2동,60,010-2833-0537,2005-05-03,13,64518513,3000000,5,6000000,0
창아롬,F,19831107,014325,인천 강화군 불은면,37,010-7337-3984,2003-05-25,15,202074,7200000,7,14400000,0
황보부,M,19501109,004014,서울 서대문구 북가좌동,70,010-9675-0848,2002-05-16,16,8888293,37700000,6,75400000,0
추율행,F,19540929,019863,경기 고양시 성사1동,66,010-7811-3893,2004-05-24,14,174982,2100000,7,4200000,0
공리야,M,19710525,025664,경기 파주시 교하읍,49,010-3519-3850,2002-09-06,15,467313,14900000,8,29800000,0
변창윤,M,19810611,020820,경기 구리시 교문동,39,010-2259-9225,2006-08-07,11,15339887,537800000,3,1075600000,0
영단애,F,19550907,019877,경기 고양시 성사동,65,010-4876-8639,2007-04-09,11,348571584,25900000,3,51800000,0
서최유진,M,19550312,004144,서울 서대문구 홍은1동,65,010-1531-7844,2008-05-19,10,995706,348600000,4,697200000,0
계길선,M,19540829,032391,경북 상주시 함창읍,66,010-9724-6318,2003-06-16,15,21126,64000000,4,128000000,173500000
석겸도,M,19490828,022669,경기 수원시 금곡동,71,010-6341-7455,2009-08-04,8,408863,2700000,9,5400000,0
모해나리,M,19531209,011521,대구 동구 신천4동,67,010-1535-2826,2003-04-02,15,278685,1700000,9,3400000,0
오광민,F,19730610,025770,경기 파주시 조리읍,47,010-4114-9907,2006-10-25,11,954496,192400000,4,384800000,0
황보에릭죠지,M,19630820,036541,전남 순천시 낙안면,57,010-8644-2439,2001-08-27,16,20785014,590800000,2,1181600000,0
용욱미,F,19440228,020080,경기 고양시 마두1동,76,010-7718-6418,2002-08-10,15,589479,5900000,5,11800000,0
황고세이,M,19480820,004345,서울 서초구 서초2동,72,010-7070-3902,2002-09-09,15,25400773,486700000,2,973400000,0
온지사,M,19510712,020013,경기 고양시 가좌동,69,010-8435-2725,2008-03-04,10,9231652,36200000,7,72400000,0
종철경,M,19670706,019267,강원 철원군 동송읍,53,010-3912-3979,2008-09-22,9,543443,63800000,7,127600000,0
번청비,M,19650407,021438,경기 남양주시 와부읍,55,010-1923-3394,2009-07-28,8,7137335,5700000,9,11400000,0
비아폴린,M,19630803,000240,서울 강남구 도곡2동,57,010-8850-1878,2010-02-21,8,765535,17100000,7,34200000,0
판필전,M,19940905,014051,인천 서구 심곡동,26,010-7568-6912,2005-05-02,13,613062,3900000,8,7800000,0
함딜란재,M,19470906,010511,부산 기장군 기장읍,73,010-4696-6342,2003-11-15,14,414889,35100000,4,70200000,0
당김지아,F,19700410,013620,인천 동구 창영동,50,010-2808-1548,2007-06-17,11,340004,269600000,4,539200000,0
모라랑,F,20060227,020085,경기 고양시 마두1동,14,010-7597-0448,2001-09-07,16,634708,33800000,4,67600000,0
박네모,M,19600613,004023,서울 서대문구 북아현2동,60,010-1198-7682,2005-02-23,13,115992,7600000,7,15200000,0
점꽃채운,M,19470220,022670,경기 김포시 장기동,73,010-3145-6210,2005-01-23,13,27863599,11700000,6,23400000,0
은앤드류존,M,19711129,005473,서울 양천구 신월2동,49,010-2719-7974,2004-01-13,14,88881,1300000,10,2600000,0
아리나다빈,F,19970224,020258,경기 고양시 주엽1동,23,010-5000-6203,2003-12-21,14,3835398,4900000,9,9800000,0
용류향,F,19560705,020350,경기 과천시 문원동,64,010-4615-3544,2009-06-03,9,946214,192400000,2,384800000,0
자철운,M,19750501,025078,경기 의정부시 가능1동,45,010-1873-9917,2006-12-16,11,854590,1500000,10,3000000,0
독고로관,F,19510311,020035,경기 고양시 대화동,69,010-9090-1564,2004-03-29,14,118050,39300000,3,78600000,0
강재이슨존,M,19751113,020665,경기 광주시 송정동,45,010-4755-7985,2007-08-03,10,2296417,308800000,3,617600000,0
구로이서진,F,19610925,014053,인천 서구 연희동,59,010-8562-6042,2002-10-05,15,8302646,118000000,3,236000000,0
송미쉘효인,M,19780514,002456,서울 금천구 시흥4동,42,010-6201-4514,2006-12-19,11,18269439,10300000,8,20600000,0
산리암준호,F,19771217,048159,경기 고양시 일산2동,43,010-6038-7207,2004-04-07,14,419672,24900000,4,49800000,0
황보이예린,M,19610702,020085,경기 고양시 마두1동,59,010-9252-3744,2003-05-20,15,205525,18800000,6,37600000,0
부흠찬,F,19810816,003669,서울 동작구 상도동,39,010-8207-5125,2008-06-30,10,7013100,545200000,1,1090400000,0
한초송,M,19440213,048580,경기 고양시 마두동,76,010-9565-9878,2005-12-27,12,623406,114800000,4,229600000,0
설우녹,F,19721114,003744,서울 마포구 공덕동,48,010-7378-7914,2003-09-07,14,821668823,129500000,2,259000000,0
모다옴,F,19580927,020898,강원 홍천군 홍천읍,62,010-9134-5040,2002-09-03,15,636310556,1500000,2,3000000,0
증금여,M,19470312,006302,서울 은평구 갈현동,73,010-3146-8014,2007-04-02,11,290328,69400000,6,138800000,0
피예함,M,19771102,039696,전북 군산시 미룡동,43,010-2259-1150,2003-02-03,15,786182,538500000,2,1077000000,0
명라이링,M,19700227,004003,서울 서대문구 북가좌1동,50,010-7859-9178,2002-06-27,16,188883,24900000,7,49800000,0
천본지,F,19700627,014016,인천 서구 불로동,50,010-8881-0224,2006-10-22,11,1377091,421100000,2,842200000,0
장가브리엘,M,19720903,041355,전북 정읍시 태인면,48,010-9364-4314,2003-09-02,14,5112181,37100000,7,74200000,0
해기감,M,19871104,017812,강원 속초시 교동,33,010-7421-2591,2003-09-24,14,451627,183800000,4,367600000,0
서문고든,M,19620627,020029,경기 고양시 대화동,58,010-4779-9311,2004-09-19,13,840283,4000000,8,8000000,0
점주안아인,F,19461218,014016,인천 서구 불로동,74,010-1624-9980,2005-01-24,13,6230836,38400000,7,76800000,0
창희유,M,19570203,024031,경기 안양시 평안동,63,010-4903-4607,2009-09-21,8,860432,68200000,6,136400000,0
당근율,F,19640525,005200,서울 송파구 방이동,56,010-7326-5787,2008-05-13,10,8394429,21000000,4,42000000,0
애준얜,M,19640522,041768,전북 순창군 순창읍,56,010-3682-2637,2003-06-17,15,7565658,5600000,6,11200000,0
란찬걸,F,19451102,016116,대전 서구 용문동,75,010-4042-5499,2004-09-15,13,5453086,33000000,4,66000000,0
염인소,F,19530606,012208,대구 수성구 두산동,67,010-2206-5366,2004-07-21,13,7922598,330400000,3,660800000,0
수늘이,F,19500913,026007,경기 평택시 신장동,70,010-5754-2288,2006-02-16,12,729876,99800000,3,199600000,0
탕자씬타,F,19620209,013483,인천 남동구 구월3동,58,010-1453-2570,2005-11-04,12,132704,107900000,6,215800000,0
임탁신,F,19530503,044095,충남 천안시 청수동,67,010-7221-0766,2005-06-07,13,787938,15700000,4,31400000,0
계슬은,F,19570823,020326,경기 고양시 탄현동,63,010-5417-6386,2002-08-19,15,304917,77000000,3,154000000,0
옹김시언,M,19630701,014168,인천 연수구 청학동,57,010-3381-4549,2004-08-16,13,7571906,276200000,3,552400000,0
허순덕,M,19710731,005467,서울 양천구 신월1동,49,010-3542-2759,2007-11-19,10,17584103,75600000,4,151200000,0
리국일,M,19650529,021899,경기 부천시 오정동,55,010-7435-9033,2005-06-06,13,750497,264800000,4,529600000,0
호강한울,M,20041227,013015,인천 계양구 박촌동,16,010-5317-7930,2008-10-17,9,576869,244700000,3,489400000,0
오기용,M,19481103,017896,강원 원주시 단구동,72,010-8398-0715,2002-11-13,15,819192,75100000,3,150200000,0
근나린,F,19610821,003699,서울 동작구 신대방동,59,010-4647-6156,2005-11-09,12,13933354,184300000,4,368600000,0
음사제,M,19630516,024370,경기 양주시 백석읍,57,010-9640-1517,2002-05-15,16,8180469,10000000,5,20000000,65000000
박장서현,F,19720117,030981,경북 경산시 진량읍,48,010-5408-6308,2003-01-06,15,5056377,60200000,6,120400000,0
묵지앎,F,19640521,026182,경기 평택시 포승면,56,010-2019-9406,2001-11-13,16,28628052,13100000,6,26200000,0
온서명,M,19460623,023160,경기 시흥시 신천동,74,010-3209-8699,2008-04-28,10,149378,33400000,7,66800000,0
황사혁,F,19831107,014325,인천 강화군 불은면,37,010-7337-3984,2003-05-25,15,202074,7200000,7,14400000,0
운온흠,F,19480523,027300,경기 연천군 연천읍,72,010-3314-3993,2006-05-14,12,9047697,204900000,2,409800000,0
조우작,F,19560717,025690,경기 파주시 교하읍,64,010-1065-3011,2003-09-01,14,164030101,404800000,2,809600000,0
증니은,F,19760718,046276,충북 청주시 사직1동,44,010-8301-8173,2005-07-11,12,2350099,77400000,3,154800000,0
곽노라아라,M,19740209,003634,서울 동작구 상도4동,46,010-6754-7170,2006-03-03,12,103717,4100000,9,8200000,0
등잔봇,F,19870527,018331,강원 춘천시 후평2동,33,010-9967-5761,2003-01-09,15,660955,25300000,3,50600000,0
랑유니아,F,19800823,027618,경남 김해시 구산동,40,010-2039-6313,2003-05-25,15,685198800,19200000,3,38400000,188400000
도태존,F,19871114,042650,제주 제주시 일도동,33,010-8012-1602,2001-08-27,16,997341,216000000,2,432000000,0
무묘혜,F,19681205,005740,서울 영등포구 신길동,52,010-1650-9832,2003-06-04,15,2574317,752400000,2,1504800000,0
난원렬,F,19820721,005307,서울 송파구 잠실본동,38,010-4184-6512,2004-08-04,13,2995245,15300000,9,30600000,0
궉엘리나김,M,19750731,020214,경기 고양시 일산4동,45,010-8415-2304,2006-07-01,12,722145,3800000,10,7600000,0
교유로은,M,19550409,048547,경기 고양시 주엽동,65,010-1000-0245,2007-01-05,11,886796,16700000,8,33400000,0
만민유,M,19550202,005662,서울 영등포구 문래동1가,65,010-9891-4105,2010-03-11,8,2205347,216200000,3,432400000,0
섭한봉,M,19460725,013806,인천 부평구 부평동,74,010-1145-8176,2004-07-01,14,9346449,73200000,6,146400000,0
강희례,M,19790903,048580,경기 고양시 마두동,41,010-1443-2038,2004-04-06,14,47852,21100000,4,42200000,0
로운성,F,19771224,045440,충남 청양군 목면,43,010-6367-8057,2004-02-24,14,496622050,2600000,2,5200000,0
목성유,F,19590326,016710,울산 남구 야음2동,61,010-4119-1515,2002-03-25,16,422487,709800000,3,1419600000,0
관하산,M,19650507,020003,경기 고양시 화정동,55,010-6989-3050,2009-11-08,8,719795389,110400000,3,220800000,0
갈야룡주,M,19551023,020013,경기 고양시 가좌동,65,010-7923-7114,2005-09-21,12,815071,1800000,9,3600000,0
송유나백,M,19571110,020123,경기 고양시 백석동,63,010-8521-3358,2005-01-26,13,385903,113700000,3,227400000,0
양레산냐,M,19430527,001795,서울 관악구 신림9동,77,010-4157-5312,2005-11-27,12,27547713,13800000,8,27600000,0
허예서린,F,19850210,004622,서울 성동구 용답동,35,010-9488-6259,2004-10-27,13,3459464,2800000,9,5600000,0
채에릭준서,F,19600602,002462,서울 금천구 시흥5동,60,010-9551-1228,2008-03-10,10,1370133,124800000,5,249600000,0
궁마크지호,M,19530509,005685,서울 영등포구 문래동,67,010-9810-6772,2001-08-24,16,28532030,4600000,6,9200000,136600000
원여종,F,19751007,048547,경기 고양시 주엽동,45,010-6921-4070,2004-07-12,13,319886,70600000,3,141200000,0
내다예빈,F,19780729,017545,강원 동해시 북평동,42,010-9286-2304,2001-03-15,17,4893819,737200000,1,1474400000,0
다락인,F,19791115,048548,경기 고양시 탄현동,41,010-9556-3796,2001-08-13,16,6273448,66400000,4,132800000,0
영렬,M,19490202,006580,서울 종로구 동숭동,71,010-4419-9241,2001-08-30,16,762273,1900000,10,3800000,0
범란이마튜,F,19590416,025668,경기 파주시 교하읍,61,010-7046-4818,2006-08-16,11,29497536,44900000,4,89800000,0
필카일빅터,M,19450626,032501,경북 상주시 사벌면,75,010-2831-9358,2006-01-03,12,585901,2500000,10,5000000,40500000
란년홍,F,19460803,037556,전남 담양군 봉산면,74,010-2026-2036,2004-11-10,13,639047270,2200000,4,4400000,0
만사랑엘라,F,19810224,006494,서울 은평구 응암동,39,010-7835-9837,2005-08-01,12,8714472,14600000,7,29200000,0
사니하,F,19680128,042430,제주 서귀포시 서홍동,52,010-9490-8114,2003-12-30,14,19930626,9700000,6,19400000,0
해솔린한솔,F,19480721,022888,경기 수원시 율전동,72,010-4021-4165,2006-05-15,12,17848236,2900000,6,5800000,0
묘경노,M,19961118,025664,경기 파주시 교하읍,24,010-6125-3442,2006-08-25,11,774380,65200000,4,130400000,0
맹무히바,F,19530513,020278,경기 고양시 주엽2동,67,010-1553-8878,2006-05-25,12,387894,4800000,8,9600000,0
근다니엘민,M,19720501,015180,광주 북구 양산동,48,010-7706-9844,2006-10-22,11,29474087,104700000,6,209400000,0
맹엥궁,M,19571113,007546,부산 강서구 명지동,63,010-3107-8563,2003-02-19,15,49193,65900000,4,131800000,0
팽맥도월,M,19470426,004444,서울 서초구 양재동,73,010-8595-3470,2004-07-11,13,16964704,16700000,8,33400000,0
민단청,F,19460712,020259,경기 고양시 주엽1동,74,010-1434-2093,2007-11-12,10,212208,308400000,3,616800000,0
화올리버현,F,19620402,048580,경기 고양시 마두동,58,010-4982-1802,2005-09-25,12,28282789,25800000,4,51600000,0
엽주희엘리,M,19600926,023938,경기 안양시 범계동,60,010-9076-1824,2004-02-15,14,3586840,2300000,8,4600000,0
국희카이,F,19521024,013182,인천 남구 용현1동,68,010-7956-0600,2001-11-13,16,811197,1500000,7,3000000,0
태휘만,F,19520224,048547,경기 고양시 주엽동,68,010-2919-9996,2002-09-16,15,343244,18100000,4,36200000,0
완심복,M,19680412,000900,서울 강동구 천호동,52,010-3199-5678,2005-11-21,12,969222,4500000,9,9000000,0
유키오나,F,19560222,005471,서울 양천구 신월2동,64,010-8474-9517,2006-09-24,11,108711,28200000,4,56400000,0
설홍엽,F,19790615,022274,경기 성남시 야탑동,41,010-2387-7051,2002-02-25,16,508456,43200000,7,86400000,0
국찬상,M,19460512,020344,경기 과천시 과천동,74,010-1004-9721,2008-01-07,10,8558596,24200000,8,48400000,0
종성언,F,19791015,023576,경기 안산시 사2동,41,010-9459-4570,2009-02-10,9,52977,44700000,3,89400000,0
돈다한,F,19350812,013980,인천 서구 검암동,85,010-6942-8105,2005-08-01,12,630959,1600000,7,3200000,0
황보러셀성규,M,19920916,024502,경기 오산시 원동,28,010-5628-4842,2001-08-13,16,641955,2600000,9,5200000,0
무정지민,M,19980204,002456,서울 금천구 시흥4동,22,010-8352-8564,2007-10-25,10,815878388,2100000,3,4200000,0
봉공례,M,19380705,006386,서울 은평구 불광3동,82,010-9591-1469,2006-03-23,12,586076,27000000,5,54000000,0
경기달,F,19480621,043752,충남 아산시 염치읍,72,010-6759-2277,2007-08-20,10,6651854,15500000,6,31000000,0
양알피존,F,19511109,041254,전북 정읍시 북면,69,010-8663-9414,2002-12-13,15,603450,32800000,4,65600000,0
태풍력,F,19860619,022029,경기 부천시 역곡1동,34,010-2338-8790,2009-12-03,8,9482086,18400000,8,36800000,0
뇌보견,M,19490515,022228,경기 성남시 서현동,71,010-2046-2533,2003-11-13,14,9731084,109600000,3,219200000,0
제갈에이든강,M,19510828,011595,대구 북구 고성동1가,69,010-2370-0847,2008-05-20,10,875157,5500000,6,11000000,0
민형공,M,19680103,023520,경기 안산시 본오2동,52,010-5154-5759,2007-02-05,11,1508627,2500000,10,5000000,0
상페트로,F,19841122,020059,경기 고양시 덕이동,36,010-4574-4242,2005-03-13,13,17924025,40800000,3,81600000,0
차도상,M,19470721,021158,경기 김포시 풍무동,73,010-2097-7148,2002-09-09,15,740882,812100000,2,1624200000,0
채조나단국,M,19890518,002187,서울 구로구 고척2동,31,010-3842-8621,2005-04-21,13,74190,412300000,3,824600000,0
천여훌,M,19521016,013001,인천 계양구 계산4동,68,010-5316-3553,2004-06-04,14,9896281,491600000,2,983200000,0
제갈원학,M,19800703,048607,경기 고양시 마두2동 ,40,010-4562-0065,2004-01-09,14,5738847,121900000,3,243800000,0
독고제슬,F,19770904,023899,경기 안양시 관양동,43,010-6089-6775,2002-07-16,15,3289569,45500000,3,91000000,0
모진조애나,M,19530328,004622,서울 성동구 용답동,67,010-7246-0062,2006-04-17,12,23891220,12900000,8,25800000,0
육바윰,F,19661112,025770,경기 파주시 조리읍,54,010-6692-7128,2005-08-07,12,469519,11900000,5,23800000,0
독도후,M,19740603,032509,경북 상주시 외남면,46,010-8829-6147,2005-12-17,12,299757116,1200000,5,2400000,0
예리오유진,M,19690708,026033,경기 평택시 지산동,51,010-4118-5118,2009-05-25,9,1858245,431600000,2,863200000,0
섭세뮬,F,19531128,021222,경기 김포시 양촌면,67,010-4654-2116,2003-01-15,15,950096,15700000,7,31400000,0
서문예힘,F,19510408,043966,충남 천안시 백석동,69,010-7906-2054,2006-11-06,11,8098309,578700000,1,1157400000,0
화별휘,F,19510604,029024,경남 진해시 경화동,69,010-5502-7910,2004-02-18,14,449695,1900000,9,3800000,0
매천흥,M,19781129,016209,대전 유성구 도룡동,42,010-9961-8430,2004-10-14,13,379269,25600000,4,51200000,0
간군선,M,19821211,010549,부산 기장군 일광면,38,010-5676-3836,2004-05-15,14,26829640,4600000,8,9200000,0
왕유성,M,19610403,002184,서울 구로구 고척2동,59,010-4235-0288,2002-10-15,15,599891,3800000,9,7600000,0
왕반우,F,19831120,025868,경기 파주시 적성면,37,010-4021-0919,2002-12-08,15,741158,81200000,3,162400000,0
하노혁,F,19780406,021528,경기 고양시 백석2동,42,010-9881-8189,2005-02-17,13,543526,24800000,4,49600000,0
천츠바사,F,19581020,048621,경기 고양시 백석동 ,62,010-2254-6867,2002-08-28,15,732171,5900000,8,11800000,0
피령도,F,19691212,023477,경기 안산시 원곡동,51,010-2801-7093,2007-09-17,10,22043,73200000,3,146400000,0
점통일,F,19570527,048580,경기 고양시 마두동,63,010-9694-7540,2006-11-13,11,372286,12400000,5,24800000,0
낭조셉진리,M,19650710,038621,전남 완도군 약산면,55,010-9020-2378,2005-07-27,12,4124263,68600000,4,137200000,0
편빛나에린,M,19540331,020085,경기 고양시 마두1동,66,010-5554-6160,2002-08-13,15,347630,189300000,3,378600000,0
천쾌생,M,19660218,009776,부산 연제구 거제1동,54,010-2343-1743,2002-10-23,15,934197,15500000,9,31000000,0
육무길,F,19810108,023383,경기 안산시 고잔2동,39,010-8097-9785,2007-10-25,10,437694,885100000,1,1770200000,0
정이산,F,19570719,005033,서울 송파구 가락2동,63,010-6878-3343,2006-01-24,12,464106,13200000,6,26400000,0
왕혜일,M,19810102,035044,경북 의성군 의성읍,39,010-7993-1219,2010-11-01,7,686598,406200000,3,812400000,108700000
방신아,M,19351129,025753,경기 파주시 법원읍,85,010-4829-6938,2002-05-06,16,893715112,38300000,2,76600000,0
